id;scope;category;specifikation1;specifikation2;specifikation3;add_name1;comment;in;out;source;factor;monthly_values;jan;feb;mar;apr;may;jun;jul;aug;sep;oct;nov;dec;parent;project
d5f52211-5fcf-45ee-9629-648bfe2ec8d2;3;Chemische Grundstoffe und Produkte;Ammonnitrat;;;;;kg;kg;Gemis 5.1;1.802;0;0;0;0;0;0;0;0;0;0;0;0;0;;
cef95ac2-6c50-43e3-a624-28ded3d6b0c5;3;Chemische Grundstoffe und Produkte;Ammonsalpeter;;;;;kg;kg;Gemis 5.1;1.802;0;0;0;0;0;0;0;0;0;0;0;0;0;;
85893079-5f48-448f-9ff2-62f44cca2efe;3;Chemische Grundstoffe und Produkte;Anilin;;; C6H7N;;kg;kg;EEW 2023;3.35;0;0;0;0;0;0;0;0;0;0;0;0;0;;
a002419b-c8eb-4483-9fb8-292f82d5b598;3;Chemische Grundstoffe und Produkte;Anisen;;; C7H8;;kg;kg;EEW 2023;1.59;0;0;0;0;0;0;0;0;0;0;0;0;0;;
9e1afe58-e2a0-4ff5-8faf-eb959d7ccc7c;3;Chemische Grundstoffe und Produkte;Antimon;;; Sb;;kg;kg;EEW 2023;8.52;0;0;0;0;0;0;0;0;0;0;0;0;0;;
14818d28-2c9e-4c82-aba0-929172228f49;3;Chemische Grundstoffe und Produkte;Antimon;;; Sb;;kg;kg;EEW 2023;8.52;0;0;0;0;0;0;0;0;0;0;0;0;0;;
07fd30fd-e4c7-44ad-bf48-044dfd76da9b;1;Technische Gase;Argon;;;Ar;;kg;kg;EEW 2023;1.37;0;0;0;0;0;0;0;0;0;0;0;0;0;;
5025bb3d-670f-4e6b-9132-8a1e4a3aeab9;1;Technische Gase;Argon;;;Ar;;kg;kg;EEW 2023;1.37;0;0;0;0;0;0;0;0;0;0;0;0;0;;
d2819575-9db4-48d2-98d9-4c4dd0a798fc;3;Chemische Grundstoffe und Produkte;Argon;;; Ar;;kg;kg;Gemis 5.1;0.042;0;0;0;0;0;0;0;0;0;0;0;0;0;;
f2668dc3-de72-454d-b490-c324f140d9df;3;Chemische Grundstoffe und Produkte;Argon;;; Ar;;kg;kg;EEW 2023;1.37;0;0;0;0;0;0;0;0;0;0;0;0;0;;
8d0dcf38-e8ea-443c-b6e0-9baf2ed01416;3;Metalle;Arsenbronze;;;;;kg;kg;EEW 2023;7.03;0;0;0;0;0;0;0;0;0;0;0;0;0;;
7762c774-d728-42d9-95d5-ded31f1176ee;3;Mineralien und Baustoffe;Asphaltbinder;;;;;kg;kg;ÖKOBAUDAT;0.078;0;0;0;0;0;0;0;0;0;0;0;0;0;;
2d3221f5-b828-454a-8ef2-669d2458cf04;3;Chemische Grundstoffe und Produkte;Äthansäure;;;;;kg;kg;Gemis 5.1;2.645;0;0;0;0;0;0;0;0;0;0;0;0;0;;
